# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length
GCF_000020785.1,PRJNA58857,SAMN02598419,,na,380749,380749,Hydrogenobaculum sp. Y04AAS1,strain=Y04AAS1,,latest,Complete Genome,Major,Full,2008/08/06,ASM2078v1,,GCA_000020785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020785.1_ASM2078v1,2.0,1.0,1592.0,1559514.0,GCF_000020785.1_Hydrogenobaculum sp. Y04AAS1_strain=Y04AAS1,0.140665756268,34.84701003,2700.0,@GCF_000020785.1_Hydrogenobaculum_sp._Y04AAS1_strain_Y04AAS1,123.0,0.013618
GCF_000299965.1,PRJNA176368,SAMN02603953,,na,385025,385025,Cycloclasticus sp. P1,strain=P1; MCCC 1A01040,,latest,Complete Genome,Major,Full,2012/09/28,ASM29996v1,The Third Institute of State Oceanic Administration (SOA),GCA_000299965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000299965.1_ASM29996v1,1.0,1.0,2223.0,2363215.0,,,41.9988871093,,,,
GCF_000015105.1,PRJNA58645,SAMN02598375,,na,413404,386487,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),strain=Cm (Calyptogena magnifica),,latest,Complete Genome,Major,Full,2006/12/01,ASM1510v1,,GCA_000015105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015105.1_ASM1510v1,1.0,1.0,1022.0,1160782.0,GCF_000015105.1_Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)_strain=Cm (Calyptogena magnifica),0.505734176108,34.0334360802,1592.0,@GCF_000015105.1_Candidatus_Ruthia_magnifica_str._Cm__Calyptogena_magnifica__strain_Cm__Calyptogena_magnifica_,110.0,0.0428396
GCF_000010325.1,PRJNA58861,,,na,387092,387092,Nitratiruptor sp. SB155-2,,,latest,Complete Genome,Major,Full,2007/07/11,ASM1032v1,,GCA_000010325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010325.1_ASM1032v1,3.0,1.0,1911.0,1877931.0,GCF_000010325.1_Nitratiruptor sp. SB155-2,0.436159025159,39.6886254074,4800.0,@GCF_000010325.1_Nitratiruptor_sp._SB155-2,138.0,0.0792643
GCF_000010345.1,PRJNA58863,,,na,387093,387093,Sulfurovum sp. NBC37-1,,,latest,Complete Genome,Major,Full,2007/07/11,ASM1034v1,,GCA_000010345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010345.1_ASM1034v1,3.0,1.0,2484.0,2562277.0,GCF_000010345.1_Sulfurovum sp. NBC37-1,0.371665391239,43.871486182,5019.0,@GCF_000010345.1_Sulfurovum_sp._NBC37-1,147.0,0.0170044
GCF_000166275.1,PRJNA54611,SAMN02436092,AAXU00000000.2,representative genome,388413,388413,Algoriphagus machipongonensis,strain=PR1,,latest,Complete Genome,Major,Full,2010/11/09,ASM16627v1,,GCA_000166275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000166275.1_ASM16627v1,3.0,1.0,3953.0,4787724.0,GCF_000166275.1_Algoriphagus machipongonensis_strain=PR1,0.207597883165,38.685834856,2122.0,@GCF_000166275.1_Algoriphagus_machipongonensis_strain_PR1,172.0,0.116641
GCF_000341355.1,PRJNA189950,SAMN02604270,,representative genome,1094489,388640,Bartonella australis Aust/NH1,strain=Aust/NH1,,latest,Complete Genome,Major,Full,2013/02/20,ASM34135v1,Uppsala University,GCA_000341355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000341355.1_ASM34135v1,2.0,1.0,1324.0,1596490.0,GCF_000341355.1_Bartonella australis Aust/NH1_strain=Aust/NH1,0.50464710021,41.8397860306,27.0,@GCF_000341355.1_Bartonella_australis_Aust/NH1_strain_Aust/NH1,80.0,0.0194164
GCF_000325705.1,PRJNA184076,SAMN02232018,,representative genome,926556,390884,Echinicola vietnamensis DSM 17526,strain=DSM 17526,,latest,Complete Genome,Major,Full,2012/12/19,ASM32570v1,DOE Joint Genome Institute,GCA_000325705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000325705.1_ASM32570v1,4.0,1.0,4413.0,5608040.0,GCF_000325705.1_Echinicola vietnamensis DSM 17526_strain=DSM 17526,0.196475880313,44.7536929123,2116.0,@GCF_000325705.1_Echinicola_vietnamensis_DSM_17526_strain_DSM_17526,164.0,0.144576
GCF_000632845.1,PRJNA224116,SAMN02367296,,na,391036,391036,Ehrlichia sp. HF,strain=HF,,latest,Complete Genome,Major,Full,2014/04/17,ASM63284v1,IGS,GCA_000632845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000632845.1_ASM63284v1,1.0,1.0,854.0,1148904.0,GCF_000632845.1_Ehrlichia sp. HF_strain=HF,0.531538150717,29.6493875903,5262.0,@GCF_000632845.1_Ehrlichia_sp._HF_strain_HF,56.0,0.0136827
GCF_000265425.1,PRJNA168183,SAMN02261411,,representative genome,926566,392734,Terriglobus roseus DSM 18391,strain=DSM 18391,,latest,Complete Genome,Major,Full,2012/06/08,ASM26542v1,,GCA_000265425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000265425.1_ASM26542v1,2.0,1.0,3876.0,5227858.0,GCF_000265425.1_Terriglobus roseus DSM 18391_strain=DSM 18391,0.381239095562,60.2812471188,4769.0,@GCF_000265425.1_Terriglobus_roseus_DSM_18391_strain_DSM_18391,185.0,0.0399
GCF_000025905.1,PRJNA47079,SAMN02598501,,representative genome,583355,395922,Coraliomargarita akajimensis DSM 45221,strain=DSM 45221,,latest,Complete Genome,Major,Full,2010/04/05,ASM2590v1,,GCA_000025905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000025905.1_ASM2590v1,2.0,1.0,3008.0,3750771.0,GCF_000025905.1_Coraliomargarita akajimensis DSM 45221_strain=DSM 45221,0.281442942985,53.6017794741,4730.0,@GCF_000025905.1_Coraliomargarita_akajimensis_DSM_45221_strain_DSM_45221,138.0,0.366699
GCF_000022045.1,PRJNA59435,SAMN00000655,,na,395961,395961,Cyanothece sp. PCC 7425,strain=PCC 7425,,latest,Complete Genome,Major,Full,2009/01/09,ASM2204v1,,GCA_000022045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000022045.1_ASM2204v1,2.0,4.0,5022.0,5786110.0,GCF_000022045.1_Cyanothece sp. PCC 7425_strain=PCC 7425,0.453080473176,48.9701165452,2580.0,@GCF_000022045.1_Cyanothece_sp._PCC_7425_strain_PCC_7425,155.0,0.0623133
GCF_000024045.1,PRJNA59143,SAMN00000634,,na,395962,395962,Cyanothece sp. PCC 8802,strain=PCC 8802,,latest,Complete Genome,Major,Full,2009/08/26,ASM2404v1,,GCA_000024045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000024045.1_ASM2404v1,2.0,5.0,4303.0,4803347.0,GCF_000024045.1_Cyanothece sp. PCC 8802_strain=PCC 8802,0.440068179841,39.6695200449,2547.0,@GCF_000024045.1_Cyanothece_sp._PCC_8802_strain_PCC_8802,168.0,0.0502207
GCF_000025545.1,PRJNA46181,SAMN02598475,,na,396595,396595,Thioalkalivibrio sp. K90mix,strain=K90mix,,latest,Complete Genome,Major,Full,2010/02/17,ASM2554v1,,GCA_000025545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000025545.1_ASM2554v1,1.0,2.0,2771.0,2985056.0,GCF_000025545.1_Thioalkalivibrio sp. K90mix_strain=K90mix,0.494831682729,63.8074048082,331.0,@GCF_000025545.1_Thioalkalivibrio_sp._K90mix_strain_K90mix,157.0,0.0194303
GCF_000512205.1,PRJNA224116,SAMN02641489,,na,1123269,397260,Sphingomonas sanxanigenens DSM 19645 = NX02,strain=NX02,,replaced,Complete Genome,Major,Full,2013/12/30,ASM51220v1,Nankai University,GCA_000512205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000512205.1_ASM51220v1,3.0,1.0,5529.0,6205897.0,,,66.7808376452,,,,
GCF_000512205.2,PRJNA224116,SAMN02641489,,representative genome,1123269,397260,Sphingomonas sanxanigenens DSM 19645 = NX02,strain=NX02,,latest,Complete Genome,Major,Full,2015/05/15,ASM51220v2,Nankai University,GCA_000512205.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000512205.2_ASM51220v2,3.0,2.0,5787.0,6580298.0,GCF_000512205.2_Sphingomonas sanxanigenens DSM 19645 = NX02_strain=NX02,0.477953019574,65.7055034511,278.0,@GCF_000512205.2_Sphingomonas_sanxanigenens_DSM_19645___NX02_strain_NX02,199.0,0.0508907
GCF_000512915.1,PRJNA224116,SAMN02769649,,representative genome,880074,397865,Barnesiella viscericola DSM 18177,"strain=C46, DSM 18177",,latest,Complete Genome,Major,Full,2014/01/03,ASM51291v1,JGI,GCA_000512915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000512915.1_ASM51291v1,5.0,1.0,2425.0,3076856.0,"GCF_000512915.1_Barnesiella viscericola DSM 18177_strain=C46, DSM 18177",0.140293627478,51.6699189042,2195.0,@GCF_000512915.1_Barnesiella_viscericola_DSM_18177_strain_C46__DSM_18177,110.0,0.314339
GCF_000023465.1,PRJNA48073,SAMN02603855,,representative genome,655815,398743,Zunongwangia profunda SM-A87,strain=SMA-87,,latest,Complete Genome,Major,Full,2010/04/21,ASM2346v1,,GCA_000023465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000023465.1_ASM2346v1,3.0,1.0,4315.0,5128187.0,GCF_000023465.1_Zunongwangia profunda SM-A87_strain=SMA-87,0.189454671562,36.2184530322,2249.0,@GCF_000023465.1_Zunongwangia_profunda_SM-A87_strain_SMA-87,170.0,0.0683934
GCF_000019065.1,PRJNA58589,SAMN00623066,,na,399726,399726,Thermoanaerobacter sp. X514,strain=X514,,latest,Complete Genome,Major,Full,2008/02/05,ASM1906v1,,GCA_000019065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019065.1_ASM1906v1,4.0,1.0,2290.0,2457259.0,GCF_000019065.1_Thermoanaerobacter sp. X514_strain=X514,0.466853415056,34.5186649026,2641.0,@GCF_000019065.1_Thermoanaerobacter_sp._X514_strain_X514,137.0,1.15103e-06
GCF_000016325.1,PRJNA58727,SAMN02598394,,na,399742,399742,Enterobacter sp. 638,strain=638,,latest,Complete Genome,Major,Full,2007/04/18,ASM1632v1,,GCA_000016325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016325.1_ASM1632v1,7.0,2.0,4272.0,4676461.0,GCF_000016325.1_Enterobacter sp. 638_strain=638,0.447464874462,51.7759831926,833.0,@GCF_000016325.1_Enterobacter_sp._638_strain_638,266.0,0.0131529
GCF_000973725.1,PRJNA224116,SAMN03098875,,na,400092,400092,Pontibacter korlensis,strain=X14-1T,,latest,Complete Genome,Major,Full,2015/04/20,ASM97372v1,BGI,GCA_000973725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000973725.1_ASM97372v1,4.0,1.0,4468.0,5462537.0,GCF_000973725.1_Pontibacter korlensis_strain=X14-1T,0.296783820141,47.3442651281,2114.0,@GCF_000973725.1_Pontibacter_korlensis_strain_X14-1T,166.0,0.133221
GCF_000017285.1,PRJNA58715,SAMN02598388,,na,400668,400668,Marinomonas sp. MWYL1,strain=MWYL1,,latest,Complete Genome,Major,Full,2007/07/05,ASM1728v1,,GCA_000017285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017285.1_ASM1728v1,8.0,1.0,4458.0,5100344.0,GCF_000017285.1_Marinomonas sp. MWYL1_strain=MWYL1,0.405614289119,42.5940681648,622.0,@GCF_000017285.1_Marinomonas_sp._MWYL1_strain_MWYL1,207.0,0.100702
GCF_000747315.1,PRJNA224116,SAMN02953970,,representative genome,401472,401472,Corynebacterium ureicelerivorans,strain=IMMIB RIV-2301,,latest,Complete Genome,Major,Full,2014/09/03,ASM74731v1,Bielefeld University,GCA_000747315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000747315.1_ASM74731v1,5.0,2.0,2062.0,2328278.0,GCF_000747315.1_Corynebacterium ureicelerivorans_strain=IMMIB RIV-2301,0.488643122419,64.7881652275,4488.0,@GCF_000747315.1_Corynebacterium_ureicelerivorans_strain_IMMIB_RIV-2301,118.0,0.0261961
GCF_000093065.1,PRJNA46841,SAMN02603451,,na,515618,401619,Candidatus Riesia pediculicola USDA,strain=USDA,,latest,Complete Genome,Major,Full,2010/03/16,ASM9306v1,,GCA_000093065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000093065.1_ASM9306v1,2.0,2.0,461.0,582127.0,GCF_000093065.1_Candidatus Riesia pediculicola USDA_strain=USDA,0.599559672102,31.8643917882,1246.0,@GCF_000093065.1_Candidatus_Riesia_pediculicola_USDA_strain_USDA,56.0,0.325524
GCF_000725285.1,PRJNA224116,SAMN03081529,,na,403957,403957,Virgibacillus sp. SK37,strain=SK37,,latest,Complete Genome,Major,Full,2014/07/14,ASM72528v1,Suranaree University of Technology,GCA_000725285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000725285.1_ASM72528v1,7.0,4.0,3645.0,3841730.0,GCF_000725285.1_Virgibacillus sp. SK37_strain=SK37,0.435967926767,35.2198499971,3705.0,@GCF_000725285.1_Virgibacillus_sp._SK37_strain_SK37,187.0,0.0474743
GCF_000014885.1,PRJNA58745,SAMN02603456,,representative genome,225849,404011,Shewanella piezotolerans WP3,strain=WP3,,latest,Complete Genome,Major,Full,2008/11/13,ASM1488v1,,GCA_000014885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014885.1_ASM1488v1,8.0,1.0,4370.0,5396476.0,GCF_000014885.1_Shewanella piezotolerans WP3_strain=WP3,0.420939583983,43.2917889378,1464.0,@GCF_000014885.1_Shewanella_piezotolerans_WP3_strain_WP3,244.0,0.0151185
GCF_000017505.1,PRJNA58755,SAMN02598401,,na,404589,404589,Anaeromyxobacter sp. Fw109-5,strain=Fw109-5,,latest,Complete Genome,Major,Full,2007/07/17,ASM1750v1,,GCA_000017505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017505.1_ASM1750v1,2.0,1.0,4449.0,5277990.0,GCF_000017505.1_Anaeromyxobacter sp. Fw109-5_strain=Fw109-5,0.439039452168,73.5314011584,5070.0,@GCF_000017505.1_Anaeromyxobacter_sp._Fw109-5_strain_Fw109-5,153.0,0.0461157
GCF_000024285.1,PRJNA59199,SAMN00001901,,representative genome,521098,405212,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,strain=DSM 446,,latest,Complete Genome,Major,Full,2009/09/09,ASM2428v1,,GCA_000024285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000024285.1_ASM2428v1,6.0,4.0,2948.0,3205686.0,GCF_000024285.1_Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446_strain=DSM 446,0.376904481492,56.5594871307,3037.0,@GCF_000024285.1_Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446_strain_DSM_446,164.0,0.0153601
GCF_000219875.1,PRJNA158681,SAMN02603470,,na,1048834,405212,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,strain=Tc-4-1,,latest,Complete Genome,Major,Full,2011/07/05,ASM21987v1,,GCA_000219875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000219875.1_ASM21987v1,6.0,1.0,2811.0,3124048.0,GCF_000219875.1_Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1_strain=Tc-4-1,0.385345336248,61.5231904247,3036.0,@GCF_000219875.1_Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1_strain_Tc-4-1,150.0,0.0127892
GCF_001005905.1,PRJNA224116,SAMN03570113,,na,407035,407035,Salinicoccus halodurans,strain=H3B36,soil,latest,Complete Genome,Major,Full,2015/05/11,ASM100590v1,Institute of Microbiology Chinese Academy of Sciences,GCA_001005905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001005905.1_ASM100590v1,4.0,1.0,2687.0,2778379.0,GCF_001005905.1_Salinicoccus halodurans_strain=H3B36,0.437679603684,44.5445347809,3864.0,@GCF_001005905.1_Salinicoccus_halodurans_strain_H3B36,165.0,0.111631
GCF_000993785.1,PRJNA224116,SAMN03332981,,na,408015,408015,Streptomyces xiamenensis,strain=318,,replaced,Complete Genome,Major,Full,2015/05/07,ASM99378v1,Shanghai Jiao Tong University,GCA_000993785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000993785.1_ASM99378v1,5.0,1.0,5163.0,5952092.0,GCF_000993785.1_Streptomyces xiamenensis_strain=318,0.513258722062,72.0254492034,4554.0,@GCF_000993785.1_Streptomyces_xiamenensis_strain_318,187.0,0.0395975
GCF_000993785.2,PRJNA224116,SAMN03332981,,na,408015,408015,Streptomyces xiamenensis,strain=MCCC 1A01550,,latest,Complete Genome,Major,Full,2015/08/11,ASM99378v2,Shanghai Jiao Tong University,GCA_000993785.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000993785.2_ASM99378v2,5.0,1.0,5091.0,5961401.0,,,72.0226168312,,,,
GCF_000447675.1,PRJNA215715,SAMN02603890,,representative genome,1291379,409322,Treponema pedis str. T A4,strain=T A4,,latest,Complete Genome,Major,Full,2013/08/16,ASM44767v1,Swedish University of Agricultural Sciences,GCA_000447675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000447675.1_ASM44767v1,2.0,1.0,2482.0,2889325.0,GCF_000447675.1_Treponema pedis str. T A4_strain=T A4,0.290161105552,36.898548969,2375.0,@GCF_000447675.1_Treponema_pedis_str._T_A4_strain_T_A4,94.0,0.0602946
GCF_000010405.1,PRJNA59427,,,na,412965,410330,Candidatus Vesicomyosocius okutanii HA,,,latest,Complete Genome,Major,Full,2007/05/08,ASM1040v1,,GCA_000010405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010405.1_ASM1040v1,1.0,1.0,947.0,1022154.0,GCF_000010405.1_Candidatus Vesicomyosocius okutanii HA,0.494453583312,31.5949455757,1593.0,@GCF_000010405.1_Candidatus_Vesicomyosocius_okutanii_HA,116.0,0.0433529
GCF_000060345.1,PRJNA58881,SAMEA2272667,,representative genome,411154,411153,Gramella forsetii KT0803,strain=KT0803,,latest,Complete Genome,Major,Full,2006/11/06,ASM6034v1,,GCA_000060345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000060345.1_ASM6034v1,3.0,1.0,3328.0,3798465.0,GCF_000060345.1_Gramella forsetii KT0803_strain=KT0803,0.203143674049,36.6107625054,2248.0,@GCF_000060345.1_Gramella_forsetii_KT0803_strain_KT0803,180.0,0.120331
GCF_000198775.1,PRJNA60487,SAMEA2272497,,representative genome,882378,412963,Burkholderia rhizoxinica HKI 454,strain=HKI 454,B1,latest,Complete Genome,Major,Full,2010/11/16,ASM19877v1,,GCA_000198775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000198775.1_ASM19877v1,3.0,3.0,2922.0,3750138.0,GCF_000198775.1_Burkholderia rhizoxinica HKI 454_strain=HKI 454,0.416886594915,59.4467886921,1896.0,@GCF_000198775.1_Burkholderia_rhizoxinica_HKI_454_strain_HKI_454,142.0,0.0391991
GCF_001277235.1,PRJNA224116,SAMN03938717,,na,1159554,413497,Cronobacter dublinensis subsp. dublinensis LMG 23823,strain=LMG 23823,,latest,Complete Genome,Major,Full,2015/09/01,ASM127723v1,Nestle Institute of Health Sciences,GCA_001277235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001277235.1_ASM127723v1,7.0,2.0,4110.0,4628405.0,GCF_001277235.1_Cronobacter dublinensis subsp. dublinensis LMG 23823_strain=LMG 23823,0.453149634721,57.3409461005,985.0,@GCF_001277235.1_Cronobacter_dublinensis_subsp._dublinensis_LMG_23823_strain_LMG_23823,276.0,0.0132816
GCF_001277195.1,PRJNA224116,SAMN03938713,,na,1159613,413501,Cronobacter muytjensii ATCC 51329,strain=ATCC 51329,,latest,Complete Genome,Major,Full,2015/09/01,ASM127719v1,Nestle Institute of Health Sciences,GCA_001277195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001277195.1_ASM127719v1,7.0,1.0,3849.0,4364114.0,GCF_001277195.1_Cronobacter muytjensii ATCC 51329_strain=ATCC 51329,0.458025268867,57.69148102,975.0,@GCF_001277195.1_Cronobacter_muytjensii_ATCC_51329_strain_ATCC_51329,261.0,0.01398
GCF_000027065.2,PRJNA40821,SAMEA2272673,,na,693216,413502,Siccibacter turicensis z3032,,,latest,Complete Genome,Major,Full,2011/02/17,ASM2706v1,,GCA_000027065.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000027065.2_ASM2706v1,7.0,4.0,4102.0,4599092.0,GCF_000027065.2_Siccibacter turicensis z3032,0.459148902347,53.1818241081,987.0,@GCF_000027065.2_Siccibacter_turicensis_z3032,298.0,0.00721366
GCF_001277215.1,PRJNA224116,SAMN03938716,,na,1159491,413503,Cronobacter malonaticus LMG 23826,strain=LMG 23826,,latest,Complete Genome,Major,Full,2015/09/01,ASM127721v1,Nestle Institute of Health Sciences,GCA_001277215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001277215.1_ASM127721v1,7.0,5.0,3859.0,4404725.0,GCF_001277215.1_Cronobacter malonaticus LMG 23826_strain=LMG 23826,0.448442287406,54.4878656434,979.0,@GCF_001277215.1_Cronobacter_malonaticus_LMG_23826_strain_LMG_23826,272.0,0.00287095
GCF_001017435.1,PRJNA224116,SAMN03568762,,na,413882,413882,[Polyangium] brachysporum,strain=DSM 7029,,latest,Complete Genome,Major,Full,2015/06/01,ASM101743v1,Fudan University,GCA_001017435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001017435.1_ASM101743v1,3.0,1.0,5306.0,6476147.0,GCF_001017435.1_Polyangium brachysporum_strain=DSM 7029,0.414259377878,67.5140017668,1724.0,@GCF_001017435.1_Polyangium_brachysporum_strain_DSM_7029,178.0,0.0206226
GCF_000166355.1,PRJNA60157,SAMN00713562,,na,632292,413888,Caldicellulosiruptor hydrothermalis 108,strain=108,,latest,Complete Genome,Major,Full,2010/11/10,ASM16635v1,,GCA_000166355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000166355.1_ASM16635v1,3.0,1.0,2515.0,2770676.0,GCF_000166355.1_Caldicellulosiruptor hydrothermalis 108_strain=108,0.412774347334,36.1148326257,2801.0,@GCF_000166355.1_Caldicellulosiruptor_hydrothermalis_108_strain_108,127.0,0.0149889
GCF_000166775.1,PRJNA60491,SAMN00713565,,na,632348,413889,Caldicellulosiruptor kronotskyensis 2002,strain=2002,,latest,Complete Genome,Major,Full,2010/11/17,ASM16677v1,,GCA_000166775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000166775.1_ASM16677v1,3.0,1.0,2465.0,2843785.0,GCF_000166775.1_Caldicellulosiruptor kronotskyensis 2002_strain=2002,0.423853318306,35.095866952,2793.0,@GCF_000166775.1_Caldicellulosiruptor_kronotskyensis_2002_strain_2002,124.0,0.0187715
GCF_000233915.3,PRJNA75113,SAMN02603133,,representative genome,1045855,415229,Pseudoxanthomonas spadix BD-a59,strain=BD-a59,,latest,Complete Genome,Major,Full,2011/11/17,ASM23391v4,,GCA_000233915.4,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000233915.3_ASM23391v4,1.0,1.0,2993.0,3452554.0,GCF_000233915.3_Pseudoxanthomonas spadix BD-a59_strain=BD-a59,0.475342138689,67.6527289653,2047.0,@GCF_000233915.3_Pseudoxanthomonas_spadix_BD-a59_strain_BD-a59,158.0,0.07311
GCF_000262695.1,PRJNA165871,SAMN02603481,,na,416344,416344,Burkholderia sp. KJ006,strain=KJ006,,latest,Complete Genome,Major,Full,2012/05/14,ASM26269v1,,GCA_000262695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000262695.1_ASM26269v1,6.0,4.0,5588.0,6629912.0,GCF_000262695.1_Burkholderia sp. KJ006_strain=KJ006,0.410526203331,65.2071415583,1957.0,@GCF_000262695.1_Burkholderia_sp._KJ006_strain_KJ006,168.0,1.15103e-06
GCF_000020145.1,PRJNA58949,SAMN00000042,,representative genome,445932,423605,Elusimicrobium minutum Pei191,strain=Pei191,,latest,Complete Genome,Major,Full,2008/04/30,ASM2014v1,,GCA_000020145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020145.1_ASM2014v1,1.0,1.0,1518.0,1643562.0,GCF_000020145.1_Elusimicrobium minutum Pei191_strain=Pei191,0.351698509704,39.9521283651,4779.0,@GCF_000020145.1_Elusimicrobium_minutum_Pei191_strain_Pei191,90.0,0.573606
GCF_000499645.1,PRJNA222820,SAMEA3138824,,na,424182,424182,Rhizobium sp. IRBG74,strain=IRBG74,,latest,Complete Genome,Major,Full,2013/10/09,IRBG74,NATIONALCENTERFORGENOMERESOURCES,GCA_000499645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000499645.1_IRBG74,4.0,3.0,5022.0,5464982.0,GCF_000499645.1_Rhizobium sp. IRBG74_strain=IRBG74,0.445731591989,58.6900146073,58.0,@GCF_000499645.1_Rhizobium_sp._IRBG74_strain_IRBG74,143.0,0.00923097
GCF_000019365.1,PRJNA58843,SAMN00623053,,na,426117,426117,Methylobacterium sp. 4-46,strain=Apr-46,,latest,Complete Genome,Major,Full,2008/02/20,ASM1936v1,,GCA_000019365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000019365.1_ASM1936v1,6.0,3.0,6508.0,7737025.0,GCF_000019365.1_Methylobacterium sp. 4-46_strain=Apr-46,0.441014533288,65.2851721897,189.0,@GCF_000019365.1_Methylobacterium_sp._4-46_strain_Apr-46,234.0,0.0189135
