# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_001643775.1,PRJNA224116,SAMN03610232,,representative genome,79604,79604,Denitrobacterium detoxificans,strain=NPOH1,,latest,Complete Genome,Major,Full,2016/05/16,ASM164377v1,ARS USDA,GCA_001643775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/775/GCF_001643775.1_ASM164377v1,,assembly from type material,3.0,1.0,1872.0,2446250.0,GCF_001643775.1_Denitrobacterium detoxificans_strain=NPOH1,0.373382661886,59.4979662749,7720.0,@GCF_001643775.1_Denitrobacterium_detoxificans_strain_NPOH1,99.0,0.137528,0.0
GCF_000009825.1,PRJNA224116,SAMD00061074,,representative genome,66692,79880,Bacillus clausii KSM-K16,strain=KSM-K16,,latest,Complete Genome,Major,Full,2004/12/30,ASM982v1,"Kao Corporation, Biological Science Laboratories, Japan",GCA_000009825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/825/GCF_000009825.1_ASM982v1,,,7.0,1.0,4119.0,4303871.0,GCF_000009825.1_Bacillus clausii KSM-K16_strain=KSM-K16,0.417299825688,44.7533162588,6272.0,@GCF_000009825.1_Bacillus_clausii_KSM-K16_strain_KSM-K16,246.0,1e-06,809.0
GCF_000737305.2,PRJNA224116,SAMN02719561,,na,79880,79880,Bacillus clausii,strain=ENTPro,,latest,Complete Genome,Major,Full,2015/08/24,ASM73730v2,"Dr. Srikrishna Subramanian, Protein Science and Engineering, Institute of Microbial Technology, Chandigarh, India",GCA_000737305.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/305/GCF_000737305.2_ASM73730v2,,,7.0,2.0,4086.0,4296341.0,GCF_000737305.2_Bacillus clausii_strain=ENTPro,0.42074507634,44.7104640903,6273.0,@GCF_000737305.2_Bacillus_clausii_strain_ENTPro,228.0,0.00254169,497.0
GCF_002250115.1,PRJNA224116,SAMN06458367,,na,79880,79880,Bacillus clausii,strain=DSM 8716,,latest,Complete Genome,Major,Full,2017/08/14,ASM225011v1,Kyungpook National University,GCA_002250115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/115/GCF_002250115.1_ASM225011v1,,assembly from type material,7.0,1.0,4228.0,4517459.0,GCF_002250115.1_Bacillus clausii_strain=DSM 8716,0.417882763835,44.6871128216,6275.0,@GCF_002250115.1_Bacillus_clausii_strain_DSM_8716,202.0,0.00130113,88.0
GCF_001719185.1,PRJNA224116,SAMN04631818,,na,79881,79881,Bacillus gibsonii,strain=FJAT-10019,,latest,Complete Genome,Major,Full,2016/09/06,ASM171918v1,Fujian Academy of Agricultural Sciences,GCA_001719185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/185/GCF_001719185.1_ASM171918v1,,,10.0,1.0,3955.0,4100094.0,GCF_001719185.1_Bacillus gibsonii_strain=FJAT-10019,0.467435710844,43.8462630369,6183.0,@GCF_001719185.1_Bacillus_gibsonii_strain_FJAT-10019,221.0,0.00127365,208.0
GCF_002157855.1,PRJNA224116,SAMN06463911,,representative genome,79883,79883,Bacillus horikoshii,strain=20a,,latest,Complete Genome,Major,Full,2017/05/25,ASM215785v1,Centro de Investigacion y de Estudios Avanzados del IPN - Irapuato,GCA_002157855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/855/GCF_002157855.1_ASM215785v1,,,8.0,2.0,4154.0,4295882.0,GCF_002157855.1_Bacillus horikoshii_strain=20a,0.446475322397,40.5485532424,6291.0,@GCF_002157855.1_Bacillus_horikoshii_strain_20a,199.0,0.0440387,45.0
GCF_000005825.2,PRJNA224116,SAMN02603086,,representative genome,398511,79885,Bacillus pseudofirmus OF4,strain=OF4,,latest,Complete Genome,Major,Full,2010/12/15,ASM582v2,"Center for Genomic Sciences, Allegheny-Singer Research Institute",GCA_000005825.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/825/GCF_000005825.2_ASM582v2,,,7.0,3.0,4040.0,4249248.0,GCF_000005825.2_Bacillus pseudofirmus OF4_strain=OF4,0.43536292659,39.8605588565,6280.0,@GCF_000005825.2_Bacillus_pseudofirmus_OF4_strain_OF4,202.0,0.0316421,323.0
GCF_000027265.1,PRJNA224116,SAMEA2272200,,na,634499,79967,Erwinia pyrifoliae Ep1/96,strain=Ep1/96,,latest,Complete Genome,Major,Full,2010/03/05,ASM2726v1,Max Planck Society,GCA_000027265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/265/GCF_000027265.1_ASM2726v1,,,7.0,5.0,3488.0,4072846.0,GCF_000027265.1_Erwinia pyrifoliae Ep1/96_strain=Ep1/96,0.411556765334,53.3812965185,2320.0,@GCF_000027265.1_Erwinia_pyrifoliae_Ep1/96_strain_Ep1/96,226.0,0.00238735,784.0
GCF_000327045.1,PRJNA224116,SAMN02232063,,representative genome,765912,80679,Thioflavicoccus mobilis 8321,strain=8321,,latest,Complete Genome,Major,Full,2012/12/20,ASM32704v1,DOE Joint Genome Institute,GCA_000327045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/045/GCF_000327045.1_ASM32704v1,,assembly from type material,2.0,2.0,3427.0,4137521.0,GCF_000327045.1_Thioflavicoccus mobilis 8321_strain=8321,0.491800371839,65.5884526024,2990.0,@GCF_000327045.1_Thioflavicoccus_mobilis_8321_strain_8321,151.0,0.0820462,16.0
GCF_000024805.1,PRJNA224116,SAMN00002596,,na,502025,80816,Haliangium ochraceum DSM 14365,strain=DSM 14365,,latest,Complete Genome,Major,Full,2009/10/27,ASM2480v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/805/GCF_000024805.1_ASM2480v1,,assembly from type material,2.0,1.0,6603.0,9446314.0,GCF_000024805.1_Haliangium ochraceum DSM 14365_strain=DSM 14365,0.435751997766,69.4833879119,4118.0,@GCF_000024805.1_Haliangium_ochraceum_DSM_14365_strain_DSM_14365,176.0,0.312624,358.0
GCF_001483945.1,PRJNA224116,SAMN04334956,,na,1078773,80842,Herbaspirillum rubrisubalbicans M1,strain=M1,,latest,Complete Genome,Major,Full,2016/01/04,ASM148394v1,National Institute of Science and Technology of Biological Nitrogen Fixation/Federal University of Paraná,GCA_001483945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/945/GCF_001483945.1_ASM148394v1,,,3.0,1.0,4680.0,5611261.0,GCF_001483945.1_Herbaspirillum rubrisubalbicans M1_strain=M1,0.380243588367,61.5273643482,3340.0,@GCF_001483945.1_Herbaspirillum_rubrisubalbicans_M1_strain_M1,195.0,0.0146291,73.0
GCF_000008385.1,PRJNA224116,SAMN02603678,,representative genome,292805,80849,Wolbachia endosymbiont strain TRS of Brugia malayi,,,latest,Complete Genome,Major,Full,2005/02/02,ASM838v1,"New England Biolabs, Inc.",GCA_000008385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/385/GCF_000008385.1_ASM838v1,,,1.0,1.0,825.0,1080084.0,GCF_000008385.1_Wolbachia endosymbiont strain TRS of Brugia malayi,0.543426090756,34.1791008847,610.0,@GCF_000008385.1_Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi,58.0,0.0299039,65.0
GCF_000953695.1,PRJNA224116,SAMEA2735904,,representative genome,80852,80852,Aliivibrio wodanis,,,latest,Complete Genome,Major,Full,2014/09/30,AWOD1,University of Tromso,GCA_000953695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/695/GCF_000953695.1_AWOD1,,,7.0,6.0,3905.0,4635126.0,GCF_000953695.1_Aliivibrio wodanis,0.360701978355,38.4772280193,2511.0,@GCF_000953695.1_Aliivibrio_wodanis,168.0,0.0153555,319.0
GCF_000953735.1,PRJNA224116,SAMEA2735902,,representative genome,80854,80854,Moritella viscosa,,,latest,Complete Genome,Major,Full,2014/09/30,MVIS1,University of Tromso,GCA_000953735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/735/GCF_000953735.1_MVIS1,,,11.0,3.0,4231.0,5093989.0,GCF_000953735.1_Moritella viscosa,0.373538151512,39.4318283765,2661.0,@GCF_000953735.1_Moritella_viscosa,199.0,0.141196,322.0
GCF_000018665.1,PRJNA224116,SAMN00623041,,representative genome,398578,80866,Delftia acidovorans SPH-1,strain=SPH-1,,latest,Complete Genome,Major,Full,2007/11/16,ASM1866v1,US DOE Joint Genome Institute,GCA_000018665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/665/GCF_000018665.1_ASM1866v1,,,5.0,1.0,5890.0,6767514.0,GCF_000018665.1_Delftia acidovorans SPH-1_strain=SPH-1,0.391452495307,66.4762570125,3467.0,@GCF_000018665.1_Delftia_acidovorans_SPH-1_strain_SPH-1,206.0,1e-06,535.0
GCF_000176855.2,PRJNA224116,SAMN00006197,,representative genome,643561,80867,Acidovorax avenae subsp. avenae ATCC 19860,strain=ATCC 19860,,latest,Complete Genome,Major,Full,2011/02/14,ASM17685v2,US DOE Joint Genome Institute (JGI-PGF),GCA_000176855.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/855/GCF_000176855.2_ASM17685v2,,assembly from type material,3.0,1.0,4607.0,5482170.0,GCF_000176855.2_Acidovorax avenae subsp. avenae ATCC 19860_strain=ATCC 19860,0.37107378837,68.8210143064,3460.0,@GCF_000176855.2_Acidovorax_avenae_subsp._avenae_ATCC_19860_strain_ATCC_19860,241.0,0.00242525,826.0
GCF_000015325.1,PRJNA224116,SAMN02598334,,na,397945,80869,Acidovorax citrulli AAC00-1,strain=AAC00-1,,latest,Complete Genome,Major,Full,2007/01/04,ASM1532v1,DOE Joint Genome Institute,GCA_000015325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/325/GCF_000015325.1_ASM1532v1,,,3.0,1.0,4489.0,5352772.0,GCF_000015325.1_Acidovorax citrulli AAC00-1_strain=AAC00-1,0.376170510585,68.5323043836,3459.0,@GCF_000015325.1_Acidovorax_citrulli_AAC00-1_strain_AAC00-1,204.0,0.00457189,613.0
GCF_000212415.1,PRJNA224116,SAMN00713613,,representative genome,906968,81028,Treponema brennaborense DSM 12168,strain=DSM 12168,,latest,Complete Genome,Major,Full,2011/05/05,ASM21241v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000212415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/415/GCF_000212415.1_ASM21241v1,,assembly from type material,4.0,1.0,2567.0,3055580.0,GCF_000212415.1_Treponema brennaborense DSM 12168_strain=DSM 12168,0.265911074783,51.4729445801,4440.0,@GCF_000212415.1_Treponema_brennaborense_DSM_12168_strain_DSM_12168,140.0,0.0826641,370.0
GCF_000013025.1,PRJNA224116,SAMN02604041,,representative genome,228405,81032,Hyphomonas neptunium ATCC 15444,strain=ATCC 15444,,latest,Complete Genome,Major,Full,2006/09/18,ASM1302v1,TIGR,GCA_000013025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/025/GCF_000013025.1_ASM1302v1,,assembly from type material,1.0,1.0,3430.0,3705021.0,GCF_000013025.1_Hyphomonas neptunium ATCC 15444_strain=ATCC 15444,0.486509981857,61.9302832562,408.0,@GCF_000013025.1_Hyphomonas_neptunium_ATCC_15444_strain_ATCC_15444,202.0,0.0526179,607.0
GCF_000024905.1,PRJNA41925,SAMN00002595,,reference genome,525903,81462,Thermanaerovibrio acidaminovorans DSM 6589,strain=DSM 6589,,latest,Complete Genome,Major,Full,2009/11/19,ASM2490v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/905/GCF_000024905.1_ASM2490v1,,assembly from type material,3.0,1.0,1730.0,1848474.0,GCF_000024905.1_Thermanaerovibrio acidaminovorans DSM 6589_strain=DSM 6589,0.411398998015,63.7925661924,4670.0,@GCF_000024905.1_Thermanaerovibrio_acidaminovorans_DSM_6589_strain_DSM_6589,105.0,0.204098,0.0
GCF_000025885.1,PRJNA224116,SAMN02598488,,representative genome,572547,81468,Aminobacterium colombiense DSM 12261,strain=DSM 12261,,latest,Complete Genome,Major,Full,2010/04/05,ASM2588v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000025885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/885/GCF_000025885.1_ASM2588v1,,assembly from type material,3.0,1.0,1870.0,1980592.0,GCF_000025885.1_Aminobacterium colombiense DSM 12261_strain=DSM 12261,0.459326009453,45.3068577476,4673.0,@GCF_000025885.1_Aminobacterium_colombiense_DSM_12261_strain_DSM_12261,126.0,0.201152,234.0
GCF_000242255.2,PRJNA224116,SAMN02261415,,representative genome,767434,81475,Frateuria aurantia DSM 6220,strain=DSM 6220,,latest,Complete Genome,Major,Full,2012/03/02,ASM24225v3,JGI,GCA_000242255.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/255/GCF_000242255.2_ASM24225v3,,assembly from type material,4.0,1.0,3110.0,3603458.0,GCF_000242255.2_Frateuria aurantia DSM 6220_strain=DSM 6220,0.468755534001,63.3957992573,3656.0,@GCF_000242255.2_Frateuria_aurantia_DSM_6220_strain_DSM_6220,166.0,0.0224613,14.0
GCF_001955735.1,PRJNA224116,SAMN06118137,,representative genome,81479,81479,Rhodoferax antarcticus,strain=DSM 24876,,latest,Complete Genome,Major,Full,2017/01/18,ASM195573v1,Korea University,GCA_001955735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/735/GCF_001955735.1_ASM195573v1,,,3.0,3.0,3608.0,4055436.0,GCF_001955735.1_Rhodoferax antarcticus_strain=DSM 24876,0.364713121208,58.9089064653,3421.0,@GCF_001955735.1_Rhodoferax_antarcticus_strain_DSM_24876,181.0,0.0164086,0.0
GCF_001281465.1,PRJNA224116,SAMN02665997,,representative genome,1267562,82541,Cupriavidus gilardii CR3,strain=CR3,,latest,Complete Genome,Major,Full,2015/09/14,ASM128146v1,"Key Laboratory for Wetland Ecology and Vegetation Restoration of National Environmental Protection, Norhteast Normal Univesity, China",GCA_001281465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/465/GCF_001281465.1_ASM128146v1,,,4.0,2.0,4305.0,5578743.0,GCF_001281465.1_Cupriavidus gilardii CR3_strain=CR3,0.388978948697,67.5510235908,3317.0,@GCF_001281465.1_Cupriavidus_gilardii_CR3_strain_CR3,155.0,0.00558724,227.0
GCF_000317065.1,PRJNA224116,SAMN02261336,,na,82654,82654,Pseudanabaena sp. PCC 7367,strain=PCC 7367,,latest,Complete Genome,Major,Full,2012/12/05,ASM31706v1,JGI,GCA_000317065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/065/GCF_000317065.1_ASM31706v1,,,2.0,2.0,3725.0,4885680.0,GCF_000317065.1_Pseudanabaena sp. PCC 7367_strain=PCC 7367,0.442746544469,46.2239237936,7953.0,@GCF_000317065.1_Pseudanabaena_sp._PCC_7367_strain_PCC_7367,172.0,0.115437,551.0
GCF_001586165.1,PRJNA224116,SAMN04487151,,representative genome,82983,82983,Obesumbacterium proteus,strain=DSM 2777,,latest,Complete Genome,Major,Full,2016/03/10,ASM158616v1,Charles River,GCA_001586165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/165/GCF_001586165.1_ASM158616v1,,assembly from type material,8.0,1.0,4375.0,5011796.0,GCF_001586165.1_Obesumbacterium proteus_strain=DSM 2777,0.405651771047,49.0884904334,2350.0,@GCF_001586165.1_Obesumbacterium_proteus_strain_DSM_2777,246.0,0.00258382,207.0
GCF_001026985.1,PRJNA224116,SAMN03216551,,representative genome,82985,82985,Pragia fontium,strain=24613,,latest,Complete Genome,Major,Full,2015/06/03,ASM102698v1,Masaryk universtiy,GCA_001026985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/026/985/GCF_001026985.1_ASM102698v1,,,8.0,1.0,3437.0,4094629.0,GCF_001026985.1_Pragia fontium_strain=24613,0.39995751104,45.3762233404,1525.0,@GCF_001026985.1_Pragia_fontium_strain_24613,208.0,0.0482898,419.0
GCF_000176835.2,PRJNA224116,SAMN02603255,,na,682634,82996,Serratia plymuthica 4Rx13,strain=4Rx13,,latest,Complete Genome,Major,Full,2013/06/25,ASM17683v2,Georg-August Universität Göttingen,GCA_000176835.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/835/GCF_000176835.2_ASM17683v2,,,7.0,2.0,4723.0,5403731.0,GCF_000176835.2_Serratia plymuthica 4Rx13_strain=4Rx13,0.441433759967,56.1339008178,2371.0,@GCF_000176835.2_Serratia_plymuthica_4Rx13_strain_4Rx13,284.0,1e-06,694.0
GCF_000214235.1,PRJNA224116,SAMN00713621,,na,768492,82996,Serratia plymuthica AS9,strain=AS9,,latest,Complete Genome,Major,Full,2011/05/20,ASM21423v1,US DOE Joint Genome Institute,GCA_000214235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/235/GCF_000214235.1_ASM21423v1,,,7.0,1.0,4880.0,5442880.0,GCF_000214235.1_Serratia plymuthica AS9_strain=AS9,0.427195429528,55.96114557,2370.0,@GCF_000214235.1_Serratia_plymuthica_AS9_strain_AS9,297.0,0.0133302,1022.0
GCF_000261045.2,PRJNA224116,SAMN02470676,,na,1154756,82996,Serratia plymuthica PRI-2C,strain=PRI-2c,,latest,Complete Genome,Major,Full,2016/07/15,ASM26104v2,NIOO-KNAW,GCA_000261045.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/045/GCF_000261045.2_ASM26104v2,,,7.0,1.0,4916.0,5474685.0,GCF_000261045.2_Serratia plymuthica PRI-2C_strain=PRI-2c,0.42836805608,55.6538686701,1321.0,@GCF_000261045.2_Serratia_plymuthica_PRI-2C_strain_PRI-2c,262.0,0.00131495,32.0
GCF_000438825.1,PRJNA224116,SAMN02603297,,na,1348660,82996,Serratia plymuthica S13,,S13,latest,Complete Genome,Major,Full,2013/07/05,ASM43882v1,Graz University of Technology,GCA_000438825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/825/GCF_000438825.1_ASM43882v1,,,7.0,1.0,4862.0,5467306.0,GCF_000438825.1_Serratia plymuthica S13,0.433544300153,56.1953181329,2368.0,@GCF_000438825.1_Serratia_plymuthica_S13,310.0,1e-06,1065.0
GCF_001663115.1,PRJNA224116,SAMN03841799,,na,82996,82996,Serratia plymuthica,strain=3Rp8,,latest,Complete Genome,Major,Full,2016/06/15,ASM166311v1,Graz University of Technology,GCA_001663115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/115/GCF_001663115.1_ASM166311v1,,,7.0,1.0,5018.0,5546041.0,,,56.0705555549,,,,,
GCF_001663135.1,PRJNA224116,SAMN03841798,,na,82996,82996,Serratia plymuthica,strain=3Re4-18,,latest,Complete Genome,Major,Full,2016/06/15,ASM166313v1,Graz University of Technology,GCA_001663135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/135/GCF_001663135.1_ASM166313v1,,,7.0,1.0,4897.0,5439574.0,GCF_001663135.1_Serratia plymuthica_strain=3Re4-18,0.4348456645,56.2358743534,1319.0,@GCF_001663135.1_Serratia_plymuthica_strain_3Re4-18,308.0,0.00131829,1013.0
GCF_001605725.1,PRJNA224116,SAMN03733495,,na,83262,83262,Mycobacterium immunogenum,strain=CCUG 47286,,latest,Complete Genome,Major,Full,2016/03/31,ASM160572v1,University of Balearic Islands,GCA_001605725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/725/GCF_001605725.1_ASM160572v1,,assembly from type material,2.0,1.0,5314.0,5573781.0,GCF_001605725.1_Mycobacterium immunogenum_strain=CCUG 47286,0.48749120209,64.2733182377,6924.0,@GCF_001605725.1_Mycobacterium_immunogenum_strain_CCUG_47286,208.0,0.000992017,150.0
GCF_001677135.1,PRJNA224116,SAMN05244438,,na,83262,83262,Mycobacterium immunogenum,strain=FLAC016,,latest,Complete Genome,Major,Full,2016/06/28,ASM167713v1,University of Michigan Medical School,GCA_001677135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/135/GCF_001677135.1_ASM167713v1,,,2.0,1.0,5389.0,5604845.0,,,64.2631152155,,,,,
GCF_001605015.1,PRJNA224116,SAMN04589126,,representative genome,83263,83263,Aminobacter aminovorans,strain=KCTC 2477,,latest,Complete Genome,Major,Full,2016/03/31,ASM160501v1,KCTC (Korean Collection for Type Cultures),GCA_001605015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/015/GCF_001605015.1_ASM160501v1,,,3.0,5.0,6430.0,6890726.0,GCF_001605015.1_Aminobacter aminovorans_strain=KCTC 2477,0.455195919257,63.1353503245,163.0,@GCF_001605015.1_Aminobacter_aminovorans_strain_KCTC_2477,224.0,0.0165354,1.0
GCF_000198515.1,PRJNA224116,SAMEA2272402,,na,83406,83406,gamma proteobacterium HdN1,,,latest,Complete Genome,Major,Full,2010/07/29,ASM19851v1,Max Planck Society,GCA_000198515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/198/515/GCF_000198515.1_ASM19851v1,,,3.0,1.0,3635.0,4587455.0,GCF_000198515.1_gamma proteobacterium HdN1,0.424500519235,53.2585714737,774.0,@GCF_000198515.1_gamma_proteobacterium_HdN1,163.0,0.249687,245.0
GCF_002305855.1,PRJNA224116,SAMN06850203,,na,1294270,83453,Melittangium boletus DSM 14713,strain=DSM 14713,,latest,Complete Genome,Major,Full,2017/09/15,ASM230585v1,Max Planck Institute for Terrestrial Microbiology,GCA_002305855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/305/855/GCF_002305855.1_ASM230585v1,,,4.0,1.0,7851.0,9910441.0,GCF_002305855.1_Melittangium boletus DSM 14713_strain=DSM 14713,0.440817198356,68.4394972938,4135.0,@GCF_002305855.1_Melittangium_boletus_DSM_14713_strain_DSM_14713,201.0,0.0124225,35.0
GCF_000331735.1,PRJNA224116,SAMN02603594,,representative genome,1278073,83455,Myxococcus stipitatus DSM 14675,strain=DSM 14675,,latest,Complete Genome,Major,Full,2013/01/14,ASM33173v1,Max Planck Institute for Terrrestrial Microbiology,GCA_000331735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/735/GCF_000331735.1_ASM33173v1,,assembly from type material,3.0,1.0,7841.0,10350586.0,GCF_000331735.1_Myxococcus stipitatus DSM 14675_strain=DSM 14675,0.437502852148,69.1921790708,4145.0,@GCF_000331735.1_Myxococcus_stipitatus_DSM_14675_strain_DSM_14675,173.0,0.0176744,5.0
GCF_000253035.1,PRJNA224116,SAMEA2272163,,representative genome,765952,83552,Parachlamydia acanthamoebae UV-7,strain=UV-7,,latest,Complete Genome,Major,Full,2011/06/21,ASM25303v1,"University of Vienna, Dept. of Microbial Ecology",GCA_000253035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/035/GCF_000253035.1_ASM25303v1,,,3.0,1.0,2527.0,3072383.0,GCF_000253035.1_Parachlamydia acanthamoebae UV-7_strain=UV-7,0.299553331291,39.0295415643,4278.0,@GCF_000253035.1_Parachlamydia_acanthamoebae_UV-7_strain_UV-7,100.0,0.0762452,8.0
GCF_000191925.1,PRJNA224116,SAMN02603516,,na,331636,83554,Chlamydia psittaci 6BC,strain=6BC,,latest,Complete Genome,Major,Full,2011/03/08,ASM19192v1,Leibniz Institute for Natural Product Research and Infection Biology,GCA_000191925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/925/GCF_000191925.1_ASM19192v1,,assembly from type material,1.0,2.0,976.0,1179213.0,GCF_000191925.1_Chlamydia psittaci 6BC_strain=6BC,0.405336824473,39.0223818767,4332.0,@GCF_000191925.1_Chlamydia_psittaci_6BC_strain_6BC,54.0,1e-06,8.0
GCF_000204255.1,PRJNA224116,SAMN02603382,,representative genome,331636,83554,Chlamydia psittaci 6BC,strain=6BC,,latest,Complete Genome,Major,Full,2011/04/14,ASM20425v1,"Institute for Genome Sciences, University Of Maryland School of Medicine",GCA_000204255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/255/GCF_000204255.1_ASM20425v1,,assembly from type material,1.0,2.0,979.0,1179220.0,,,39.0227438476,,,,,
GCF_000270385.1,PRJNA224116,SAMN02603519,,na,1112250,83554,Chlamydia psittaci C19/98,strain=C19/98,,latest,Complete Genome,Major,Full,2011/06/02,ASM27038v1,Leibniz Institute for Natural Product Research and Infection Biology,GCA_000270385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/385/GCF_000270385.1_ASM27038v1,,,1.0,1.0,968.0,1169374.0,,,39.047216716,,,,,
